"13:28","Beskæftigelsesministeren (Troels Lund Poulsen):","Tak for det. Jamen jeg er helt enig i, at der er behov for yderligere fokus på viden omkring muligheden for repatriering. Det er også lige præcis derfor, vi har lavet den aftale med Dansk Folkeparti, som jo nu her i løbet af 2018 bliver foldet ud til landets kommuner. LINEBREAK ","50"
"13:35","Jens Joel (S):","Tak for det. Jeg læser spørgsmålet op: Er ministeren enig med bl.a. Grundfos’ Group VP, Kim Nøhr Skibsted, der på Twitter skriver om regeringens udspil til energiforlig, at det »mangler større ambitioner på energieffektivitet, der sikrer DK grøn førerposition, klimaforspring, eksport og jobs«? LINEBREAK ","43"
"13:42","Lea Wermelin (S):","Tak for det. Jeg læser spørgsmålet op: Mener ministeren, at det er gavnligt for Danmarks grønne styrkeposition, at regeringen har foreslået opførelse af én havvindmøllepark på 800 MW i sit forslag til energiforlig, når f.eks. regeringen i Holland netop har meldt ud, at de vil opføre havvindmølleparker og dermed øge kapaciteten med yderligere 7 GW frem mod 2030? LINEBREAK ","58"
"13:51","Jesper Petersen (S):","Tak. Er ministeren enig i Socialdemokratiets målsætning om at få 500.000 grønne biler på de danske veje i 2030, bl.a. som led i at udnytte produktionen af vedvarende energi og at Danmark skal kunne nå EU’s ambitiøse klimamål i 2030? LINEBREAK ","40"
"14:24","Rasmus Prehn (S):","Tak, formand. Jeg skal læse spørgsmålet op: Mener ministeren, at det kan betegnes som grøn politik, at regeringen fra dag et har modarbejdet Togfonden DK, der giver et massivt løft til den kollektive trafik og dermed bidrager til den grønne omstilling af transportsektoren? LINEBREAK ","43"
"14:33","Christian Rabjerg Madsen (S):","Tak for det. Jeg læser spørgsmålet op: Er ministeren enig med sine partifæller, når de ønsker at afskaffe pesticidafgiften, fordi de mener, at den er til skade for landbruget, til trods for at evalueringen viser, at afgiften er det vigtigste værktøj til at nå målet om at nedbringe belastningen fra sprøjtemidler? LINEBREAK ","51"
"14:42","Christian Rabjerg Madsen (S):","Tak for det. Jeg læser spørgsmålet op: Mener ministeren, at det vil være til gavn for den danske natur, når ministeren fjerner beskyttelsen af 23.000 ha natur og samtidig ophæver den danske naturfredningspraksis, som er den bedste beskyttelse, vi kan give dansk natur? LINEBREAK ","43"
"14:51","Simon Kollerup (S):","Tak for det, formand. Spørgsmålet lyder: Mener ministeren i lighed med sin forgænger, at man skal kunne skyde ulve, jf. artiklen »Miljøminister ser behov for regulering af ynglende ulve«, som er set på TV 2's hjemmeside den 22. januar 2018? LINEBREAK ","40"
"15:04","Miljø- og fødevareministeren (Jakob Ellemann-Jensen):","Det bliver jo simpelt hen den store forbrødring, håber jeg, nu og her allerede i dag, for jeg har da et stort ønske om, at Socialdemokratiet indtræder i den aftale, der blev indgået i januar i år på det her område. Det skal Socialdemokratiet være meget velkommen til at gøre. Så modtag hermed min fremstrakte hånd for Socialdemokratiet. LINEBREAK ","58"
"15:07","Christine Antorini (S):","Allerførst vil jeg gerne byde den nye minister velkommen. Som formand for Folketingets Uddannelses- og Forskningsudvalg glæder jeg mig helt utrolig til samarbejdet. LINEBREAK Og så har vi debut her til ministeren med et onsdagsspørgsmål, og det første lyder således: Er ministeren enig med sin forgænger, Søren Pind, i, at de årlige 2-procentsnedskæringer på uddannelsesområdet skal afskaffes? LINEBREAK ","56"
"15:09","Uddannelses- og forskningsministeren (Tommy Ahlers):","Tak for spørgsmålet. Vi deler helt klart ambitionen. Hvordan de enkelte uddannelsesinstitutioner inden for de økonomiske rammer, som vi har givet dem, har prioriteret deres ressourcer, ved jeg ikke nok om endnu, til at kunne svare på spørgsmålet. Men helt overordnet set vil holdningen til omprioriteringsbidraget fremgå af det samlede finanslovsforslag, som finansministeren fremlægger i august. LINEBREAK ","56"
"15:14","Uddannelses- og forskningsministeren (Tommy Ahlers):","Tak. Jeg er helt enig i, og det betyder meget for erhvervslivet, at vi har den bedste forskning. Det er også derfor, det er regeringens ambition at bruge 1 pct. af BNP på det her område, og det beløber sig i 2018 til 22,2 mia. kr., og det er 400 mio. kr. mere end i 2017. LINEBREAK ","56"
"15:22","Uddannelses- og forskningsministeren (Tommy Ahlers):","Vi vil jo gerne have dem ud at bruge deres uddannelse i praktikken og at bidrage til samfundsøkonomien. Det er et af argumenterne. Så vil vi også gerne sikre, at systemet er lagt sådan op, at det passer til den her normerede tid. Så jeg tror da også, at den enkelte studerende bruger sin tid fornuftigt. LINEBREAK ","56"
"15:30","Pernille Schnoor (ALT):","Tak. Nu er ministeren indtil flere gange blevet budt velkommen her, men jeg vil også officielt gøre det her. LINEBREAK Er ministeren enig med den tidligere minister Søren Pind, som i Politiken den 2. maj 2018 er citeret for i sin afskedstale i ministeriet at understrege, at han ønsker, at 2-procentsbesparelserne på uddannelsesområdet ophører? LINEBREAK ","53"
"15:33","Uddannelses- og forskningsministeren (Tommy Ahlers):","Jeg har ikke haft mulighed for at sætte mig ordentligt ind i, hvordan uddannelsesinstitutionerne har prioriteret inden for de økonomiske rammer, vi har givet dem. Det er jo de selvejende institutioner selv, som du nævner der, der frit prioriterer inden for de rammer, som de får stillet til rådighed, og jeg har fuld tillid til, at de gør det godt. LINEBREAK ","60"
"15:34","Uddannelses- og forskningsministeren (Tommy Ahlers):","Som jeg sagde før, er mine prioriteter at sikre de bedst mulige uddannelser inden for de rammer, som regeringen samlet set prioriterer. Den prioritering, som regeringen samlet set laver, vil man kunne se i det finanslovsforslag, som finansministeren fremsætter i august i år. LINEBREAK ","43"
"15:35","Uddannelses- og forskningsministeren (Tommy Ahlers):","Jeg er helt enig i, at uddannelse er et rigtig, rigtig vigtigt område at investere i, og vi kan jo se, at de investeringer, vi laver i uddannelse, virkelig, virkelig betaler sig i samfundsøkonomien, og det betaler sig dermed også for virksomhederne. Så jeg er helt enig. LINEBREAK ","47"
"15:41","Uddannelses- og forskningsministeren (Tommy Ahlers):","Det konkrete spørgsmål er det for tidligt for mig at svare på. Men jeg vil gerne gentage mit svar fra før: at jeg anser helt grundlæggende menneskelige egenskaber som værende vigtige. Og vi må aldrig komme derhen, hvor vi ikke har fokus på dem, heller ikke i de videregående uddannelser. LINEBREAK ","50"
"15:42","Uddannelses- og forskningsministeren (Tommy Ahlers):","Jeg er ikke bange for meget og heller ikke det her. Og i mit virke som iværksætter har jeg altid lagt vægt på, at de folk, jeg fik ind i virksomhederne, havde den her bredde, for det er nu engang dem, også i it-verdenen, som skaber de bedste produkter og dermed vel også forstår mennesker. LINEBREAK ","55"
"15:47","Uddannelses- og forskningsministeren (Tommy Ahlers):","Som jeg sagde før, er det for mig vigtigt, at vi har et godt SU-system, og at det giver alle mulighed for at tage en uddannelse. Samtidig må jeg også sige, at jeg ikke har lagt mig fast på, hvordan jeg vil følge op på regeringsgrundlaget. LINEBREAK ","46"
"16:24","Jane Heitmann (V):","Der er mange ting i denne verden, der kan undre. Det, der er afgørende for mig, er, at regionerne er fuldstændig skarpe, i forhold til at det sundhedspersonale, som man ansætter, skal have de rette kompetencer til at løse den opgave, som de bliver ansat til. LINEBREAK ","46"
"16:34","Søren Søndergaard (EL):","Tak til ordføreren. Mener ordføreren, at det er et irrelevant problem, at halvdelen af ældre patienter ikke forstår, hvad lægen har sagt til dem? Det viser den undersøgelse, som jeg refererede til før. Mener ordføreren, at det er et mindre problem, og at vi bare kan sige, at hvor der handles, der spildes? LINEBREAK ","53"
