"14:46","Karina Adsbøl (DF):","Jamen i Dansk Folkeparti er vi jo imod hele baggrunden for og formålet med lovforslaget. For hvis man tænker på, hvad formålet var med lovforslaget fra 2015, som det her så er en opfølgning på, så var formålet, at man ville have flere tvangsadoptioner. Vi synes jo, at man skulle arbejde på at få færre tvangsadoptioner. LINEBREAK ","56"
"15:13","Karina Adsbøl (DF):","Så ordføreren ved heller ikke, om der vil ske færre eller flere anbringelsesskift. En 5-årig, som hele sit liv har været anbragt hos en plejefamilie, som måske ikke vil adoptere barnet, kan nu risikere at skulle tvangsbortadopteres. Er det ikke det, man risikerer sker med det her lovforslag? LINEBREAK ","48"
"15:13","Brigitte Klintskov Jerkel (KF):","Jamen det vil jo være sådan, at der vil ske en faglig vurdering. Sådan er det jo med de her børnesager, at der i hver børnesag bliver truffet en individuel, konkret vurdering i forhold til barnets tarv, og det vil selvfølgelig også ske i sådan en sag, som du omtaler her. LINEBREAK ","51"
"16:34","Laura Lindahl (LA):","Mit lille drilleri omkring økonomiske incitamenter gik jo primært på overførselsindkomster, hvor vi jo mener, at det er vigtigt, at der er et økonomisk incitament til at gå fra overførselsindkomst til beskæftigelse. Men det var drilleri. Jeg er ikke så tit på linje med Enhedslisten, men nogle gange skal man jo også opleve at være det. LINEBREAK ","56"
"16:53","Orla Hav (S):","Jeg vil såmænd bare spørge efter det regnestykke, som ligger bag Dansk Folkepartis forventning om hvad det her vil beløbe sig til. Det ville jo være rart nok at vide, hvad det er for en skive, der vil blive ramt. Det vil jeg gerne bede om at ordføreren prøver at indvie os andre i. LINEBREAK ","54"
"16:55","Orla Hav (S):","Jeg er nok ikke helt enig i det regnestykke, men det får så være. Så vil jeg spørge, om Dansk Folkeparti har taget initiativ til at rejse den her problemstilling som støtteparti til regeringen og som følge deraf har kunnet komme igennem med sit ønske? LINEBREAK ","45"
"16:55","Karina Adsbøl (DF):","Ja, det har vi da gjort ad flere omgange, men det er jo lidt interessant, at hr. Orla Hav beder ordføreren fra Dansk Folkeparti om at svare på, hvad det koster at overholde loven. Ja, hvad koster det at overholde lovgivningen? Det er et meget interessant spørgsmål. LINEBREAK ","47"
"17:11","Karina Adsbøl (DF):","Jeg skal bare lige høre, om ordføreren mener, at det er rimeligt – altså i forhold til når forældre, der har et handicappet barn, holder ferie – at det afhænger af, hvilken paragraf de er visiteret ud fra? Eller mener ordføreren, at det er rimeligt, at forældre kan få deres barn med handicap med på ferier? LINEBREAK ","56"
"17:12","Karina Adsbøl (DF):","Så skal jeg forstå ordførerens svar sådan, at ordføreren mener, at det er rimeligt – som det er i dag – at nogle forældre ikke kan tage på ferie med deres barn med et handicap, fordi de er visiteret ud fra en forkert paragraf? LINEBREAK ","44"
"17:12","Orla Hav (S):","Jeg tager ikke stilling til paragraffer. Jeg tager stilling til, at vi ikke synes, at det her beslutningsforslag rammer inden for skiven og opfylder det formål, som forslagsstillerne tilsyneladende har med det. Eller at det, hvad skal man sige, er inden for den faglige norm, vi har, for at give hjælp i de givne situationer i vores samfund. LINEBREAK ","58"
"17:27","Laura Lindahl (LA):","Nej, sådan foregår det ikke altid. Vi deler intentionen, og jeg vil også gerne prøve at tænke i, hvordan det her kunne strikkes sammen. Det hørte jeg også Enhedslisten tilbyde at gøre, og så må vi jo se, hvor langt vi kan komme ad den vej. LINEBREAK ","46"
"18:11","Sofie Carsten Nielsen (RV):","Jeg tror, vi er grundlæggende uenige om, hvordan universiteterne udfylder en rolle i samfundet, og hvorvidt man kan adskille akademia fra resten af samfundet og fra det ansvar, vi må løfte som nation, især når det er offentligt finansierede universiteter. Men lad os tage den derfra. Jeg hører ordføreren som værende åben for en drøftelse af dette i al fald. LINEBREAK ","60"
"19:21","Jens Joel (S):","Det har jeg gjort nu. Okay, så regeringen kommer til at stemme ja til forslaget, og det inkluderer jo også, at man fastsætter nationale mål. Så kan ministeren ikke bekræfte, at det vil regeringen også gerne, altså fastsætte nationale klimamål? LINEBREAK ","40"
"21:03","Ida Auken (RV):","Mange tak for et klart svar. Liberal Alliance vil ikke stemme for borgerforslaget, som det ligger nu. Tak for det klare svar. Så kan Liberal Alliance måske opklare, om de er en del af regeringen, og at det derfor også betyder, at regeringen heller ikke vil stemme for det her forslag, som det ligger. LINEBREAK ","54"
"21:04","Carsten Bach (LA):","Jeg kan i hvert fald opklare det så langt, at Liberal Alliance er en del af den siddende trekløverregering. Hvad for en stillingtagen de øvrige partier i Folketinget har til det konkrete beslutningsforslag, er jo et spørgsmål, fru Ida Auken skal stille til de øvrige partiers ordførere. LINEBREAK ","47"
"22:53","Energi-, forsynings- og klimaministeren (Lars Christian Lilleholt):","Jeg synes, at det her spørgsmål er endnu et udtryk for den polemik, som nogle gerne vil have – et ønske om, at der skal være konflikt, når det handler om klima. Der er nok nogle, der dyrker det her mere, end regeringspartierne gør. Det, jeg er optaget af, er, at vi får samlet Folketinget om en ambitiøs klimalov. LINEBREAK ","59"
"22:56","Energi-, forsynings- og klimaministeren (Lars Christian Lilleholt):","Tak for det spørgsmål. Det, jeg kan garantere for, er, at vi vil sætte arbejdet i gang – det gør vi straks – med at få lavet en ny klimalov. Så kan jeg jo ikke forudse, hvornår det bliver et folketingsvalg. Det overlader jeg trygt til statsministeren at afgøre. LINEBREAK ","49"
