"13:17","Johanne Schmidt-Nielsen (EL):","Tak for det. Kan Venstres ordfører garantere, at regeringens udlændingeminister ikke var blevet advaret af sit embedsværk enten mundtligt eller skriftligt om, at det ville være i strid med loven at tvangsadskille de unge asylpar uden at lave en individuel vurdering af hver enkelt sag? LINEBREAK ","45"
"15:29","Lars Aslan Rasmussen (S):","Okay. Ordføreren kan selvfølgelig ikke læse alt, men må jeg spørge, om ordføreren er bekendt med Joachim B. Olsens udtalelser om, at der også er positive ting ved klimaforandringerne, bl.a. at der åbner nye sejlruter nordpå, og at der er færre, der dør af kulde. Er det også Liberal Alliances holdning til miljø og klima? LINEBREAK ","55"
"16:03","Rasmus Nordqvist (ALT):","Jeg har ro i maven, fordi jeg ved, at vi i hvert fald har lavet et udspil til en finanslov. Og jeg ved, at dem, der kommer velforberedte til forhandlinger, også plejer at få mest igennem. Så det kan være, at Socialdemokratiet vælger bare at følge vores udspil. LINEBREAK ","48"
"16:08","Rasmus Nordqvist (ALT):","Jeg skal ikke kommentere, om andre er sure eller socialister. Jeg må bare sige, at jeg er valgt i Folketinget for Alternativet. Vi er et grønt entreprenant parti, som ikke tror på ideologier, hverken liberalismen eller socialismen, og det er den måde, vi arbejder på politisk. LINEBREAK ","46"
"16:20","Louise Schack Elholm (V):","Tak. Jeg lyttede godt efter her i dag og kan forstå, at ordføreren ikke vil sige, hvem Alternativet vil pege på efter næste valg. Men det må jo betyde, at det er, fordi man overvejer flere forskellige muligheder. Derfor vil jeg gerne høre, om ordføreren vil forklare, hvilke andre statsministerkandidater man overvejer hos Alternativet. LINEBREAK ","54"
"19:44","Julie Skovsby (S):","Jeg vil også gerne sige tak for de mange fine citater i ordførertalen. Og så vil jeg gerne spørge, om ordføreren kan bekræfte, at en borgerlig regerings skatteudspil må forventes at være mere ambitiøst end den skattereform, som den tidligere regering fremlagde i 2012, hvor man afsatte 9 mia. kr. og hævede arbejdsudbuddet med knap 16.000 personer. LINEBREAK ","57"
"20:27","Carsten Bach (LA):","Tak. Det var jo i hvert fald en del af svaret. I forhold til det med den ombruste debat om selvstændighed i Grønland i øjeblikket, kunne ordføreren måske sætte et par ord på, hvordan ordføreren vil betragte suverænitetshåndhævelse i Grønland efter en eventuel selvstændighed. LINEBREAK ","44"
"20:58","Karin Gaardsted (S):","Tak til ordføreren for talen. Ordføreren nævner, at der er nogle problemområder omkring grønlændere i Danmark. Jeg kunne godt tænke mig at høre, om ordføreren vil folde det lidt ud og eventuelt her sige noget om, hvilke tiltag ordføreren mener der skal tages, for at det kan blive bedre at være grønlænder i Danmark. LINEBREAK ","54"
"20:59","Karin Gaardsted (S):","Tak for svaret. En anden ting, jeg gerne vil bede ordføreren om at forholde sig til, er, hvordan man kan arbejde mere med turismeerhvervet i Grønland. Hvad er ordførerens holdning til, hvordan det kan udvikle sig, og mener ordføreren, at det bør udvikle sig til mere, end det er i dag? LINEBREAK ","51"
"21:19","Christian Juhl (EL):","Så er jeg næsten nødt til at spørge: Hvordan skal sådan en fordeling foregå? For der er jo nogle, der ejer retten til at fiske i øjeblikket, kan jeg forstå. Hvordan kan den omfordeles? Det er da et ret interessant spørgsmål, synes jeg, også for Danmark og andre lande, der har en tendens hen imod større ulighed. LINEBREAK ","57"
"23:00","Nicolai Wammen (S):","Hr. Jakob Ellemann-Jensen sagde tidligere i dag, at statsministeren er den rette at spørge i forhold til ministres ansvar. Jeg vil derfor gerne spørge: Er statsministeren enig med Folketingets Ombudsmand i, at udlændingeministeren den 10. februar 2016 gav en instruks, der efter sit indhold var ulovlig? LINEBREAK ","46"
"23:04","Nikolaj Villumsen (EL):","Tak for det. Jeg har et ganske enkelt og principielt spørgsmål til statsministeren. Det går på, at hvis der opstår en situation, hvor en minister bryder ministeransvarsloven ved mod bedre vidende at bryde dansk lovgivning, kan den minister så fortsætte i statsministerens regering? Ja eller nej? LINEBREAK ","46"
"23:09","Josephine Fock (ALT):","Tak for det. Nu siger statsministeren, at statsministeren ikke vil forholde sig til alle disse hvis'er. Men det er vel interessant at få statsministerens svar på, om en minister, hvis den pågældende minister har brudt ministeransvarlighedsloven, så kan være minister i statsministerens regering. Det er vel ikke noget hvis, det er vel sådan rimelig enkelt at forholde sig til. LINEBREAK ","59"
"23:10","Statsministeren (Lars Løkke Rasmussen):","Det er jo et stort hvis, for det spørgsmål har kun relevans, hvis det forholdt sig på den måde. Det er jo fint nok, hvis oppositionen nu vil bruge resten af den time, der er til rådighed, på at stille identiske spørgsmål. Jeg har givet mit svar. LINEBREAK ","47"
