"13:17","Mikkel Dencker (DF):","Jamen jeg må jo bare sige, at jeg ikke synes, at det her lovforslag er noget fikumdik. Jeg betragter det som et ansvarligt lovforslag, som vil rette op på en uholdbar situation. Jeg kan bare ikke forstå, at Socialdemokratiet ikke støtter den ansvarlighed, som regeringen og Dansk Folkeparti lægger for dagen ved at vedtage det her i næste uge. LINEBREAK ","59"
"13:18","Mikkel Dencker (DF):","Jeg ved ikke, hvordan det med et pres skal defineres, men vi er enige om, at vi gerne vil have en langsigtet løsning. Og det synes jeg da jeg nævner ved adskillige lejligheder, og det har jeg tænkt mig at fortsætte med. LINEBREAK ","42"
