"17:19","Malou Lunderød (S):","Tak. Jeg vil egentlig bare høre ministeren, når vi jo nu snakker om su og vi så i fællesskab også hæver det her fribeløb, om ministeren kan garantere, at Venstre ikke efter et valg bruger det her som et springbræt til i øvrigt at forringe den generelle su. LINEBREAK ","48"
"17:29","Udenrigsministeren (Anders Samuelsen):","Jeg deler som sagt ambitionen, som jeg også sagde i min indledende tale. Jeg tror på, det kan lade sig gøre med nogle justeringer i forhold til det, som ligger på nuværende tidspunkt, faktisk at samle et meget bredt flertal i Folketinget. Det er min ambition. LINEBREAK ","46"
