"13:29","Henning Hyllested (EL):","Lidt i samme boldgade, selvfølgelig: Er en meget alvorlig forseelse, som er egnet til at forhindre kontrol, en af dem, som der skal slås hårdt ned på, for det er jo altså her, at lovforslaget lægger op til lempelser for chaufføren? LINEBREAK ","41"
"13:51","Transport-, bygnings- og boligministeren (Ole Birk Olesen):","Nej, men jeg kan supplere med den oplysning, at det ikke er sådan, at virksomhedens loft absolut er på 60.000 kr. Hvis man har tre chauffører, der overtræder loven, kan det blive 3 gange 60.000, altså 180.000 kr., så det er nogle ganske betydelige bøder, som virksomhederne kan udsættes for. LINEBREAK ","50"
"15:21","Louise Schack Elholm (V):","Jeg anerkender fuldt ud intentionerne, Alternativet har, og dem er jeg også positiv over for. Jeg er bekymret for de konkrete forslag. Jeg er bekymret for, at det skaber nogle huller og muligheder for at udnytte systemet på uhensigtsmæssige måder. Men vi er positive over for intentionerne, og det er også derfor, vi har sat gang i en analyse. LINEBREAK ","59"
